date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team,goalie,sv%
2024-10-19,22:00,Away,3,W,1,2,-1,Seattle Kraken,22,23,-1,3,6,33.3,83.3,44.3,Calgary Flames,Dan Vladar,0.913
2024-10-19,16:00,Away,1,W,1,4,-3,Dallas Stars,31,24,7,2,1,0,0.0,62.9,Edmonton Oilers,Stuart Skinner,0.87
2024-10-19,19:00,Away,1,L,3,0,3,Philadelphia Flyers,32,26,6,2,3,0,100.0,49.1,Vancouver Canucks,Kevin Lankinen,1.0
2024-10-19,16:00,Home,1,W,4,1,3,Edmonton Oilers,24,31,-7,1,2,100,100.0,37.1,Dallas Stars,Jake Oettinger,0.968
2024-10-19,19:00,Home,1,L,1,3,-2,Minnesota Wild,24,34,-10,3,3,0,66.7,55.3,Columbus Blue Jackets,Daniil Tarasov,0.912
2024-10-19,18:00,Away,1,W,3,4,-1,Florida Panthers,26,49,-23,1,2,0,50.0,56.7,Vegas Golden Knights,Ilya Samsonov,0.918
2024-10-19,19:00,Away,3,L,3,1,2,Columbus Blue Jackets,34,24,10,3,3,33.3,100.0,44.7,Minnesota Wild,Filip Gustavsson,0.958
2024-10-19,22:00,Home,1,W,2,1,1,Calgary Flames,23,22,1,6,3,16.7,66.7,55.7,Seattle Kraken,Joey Daccord,0.955
2024-10-19,21:00,Home,2,L,2,1,1,Boston Bruins,32,22,10,4,3,0,100.0,53.1,Utah Hockey Club,Connor Ingram,0.955
2024-10-19,14:00,Away,1,L,5,2,3,Nashville Predators,24,39,-15,3,2,33.3,50.0,54.0,Detroit Red Wings,Alex Lyon,0.949
2024-10-20,20:00,Home,1,L,1,4,-3,Los Angeles Kings,14,36,-22,3,2,0,100.0,37.7,Anaheim Ducks,Lukas Dostal,0.941
2024-10-20,20:00,Away,1,W,4,1,3,San Jose Sharks,22,26,-4,4,5,25,80.0,50.8,Colorado Avalanche,Justus Annunen,0.962
2024-10-20,15:00,Away,1,L,3,6,-3,Winnipeg Jets,42,37,5,1,2,100,100.0,54.8,Pittsburgh Penguins,Alex Nedeljkovic,0.861
2024-10-20,20:00,Away,2,W,4,1,3,Anaheim Ducks,36,14,22,2,3,0,100.0,62.3,Los Angeles Kings,David Rittich,0.929
2024-10-20,15:00,Home,1,L,6,3,3,Pittsburgh Penguins,37,42,-5,2,1,0,0.0,45.2,Winnipeg Jets,Eric Comrie,0.929
2024-10-20,20:00,Home,1,W,1,4,-3,Colorado Avalanche,26,22,4,5,4,20,75.0,49.2,San Jose Sharks,Vitek Vanecek,0.857
2024-10-21,19:30,Home,1,L,5,2,3,Tampa Bay Lightning,29,34,-5,4,6,25,83.3,37.0,Toronto Maple Leafs,Anthony Stolarz,0.941
2024-10-21,19:30,Away,1,L,2,5,-3,Toronto Maple Leafs,34,29,5,6,4,16.7,75.0,63.0,Tampa Bay Lightning,Andrei Vasilevskiy,0.714
2024-10-21,19:30,Away,1,L,2,5,-3,Toronto Maple Leafs,34,29,5,6,4,16.7,75.0,63.0,Tampa Bay Lightning,Jonas Johansson,0.933
2024-10-22,19:45,Home,2,L,0,1,-1,Detroit Red Wings,30,11,19,3,1,0,100.0,52.4,New York Islanders,Ilya Sorokin,0.909
2024-10-22,19:15,Away,2,L,7,2,5,Montreal Canadiens,45,23,22,3,3,33.3,66.7,47.1,New York Rangers,Igor Shesterkin,0.913
2024-10-22,19:45,Away,2,W,1,0,1,New York Islanders,11,30,-19,1,3,0,100.0,47.6,Detroit Red Wings,Alex Lyon,1.0
2024-10-22,21:30,Away,1,L,3,3,0,Calgary Flames,38,25,13,4,4,25,100.0,63.2,Pittsburgh Penguins,Alex Nedeljkovic,0.88
2024-10-22,20:45,Away,2,W,0,4,-4,Nashville Predators,33,42,-9,4,6,0,83.3,43.3,Boston Bruins,Jeremy Swayman,0.927
2024-10-22,19:00,Home,2,W,4,2,2,Dallas Stars,25,30,-5,1,3,0,100.0,38.8,Buffalo Sabres,Ukko-Pekka Luukkonen,0.933
2024-10-22,19:30,Away,0,L,2,6,-4,Columbus Blue Jackets,28,38,-10,3,4,0,100.0,45.7,Toronto Maple Leafs,Dennis Hildeby,0.842
2024-10-22,21:15,Away,2,W,4,0,4,Utah Hockey Club,22,31,-9,1,2,100,100.0,40.7,Ottawa Senators,Anton Forsberg,1.0
2024-10-22,21:00,Away,2,L,3,2,1,Edmonton Oilers,33,35,-2,2,4,50,75.0,44.2,Carolina Hurricanes,Frederik Andersen,0.943
2024-10-22,18:30,Home,2,W,1,5,-4,Minnesota Wild,25,22,3,0,2,--,50.0,44.0,Florida Panthers,Sergei Bobrovsky,0.688
2024-10-22,18:30,Home,2,W,1,5,-4,Minnesota Wild,25,22,3,0,2,--,50.0,44.0,Florida Panthers,Spencer Knight,1.0
2024-10-22,18:45,Away,0,W,8,5,3,New Jersey Devils,37,35,2,2,3,100,33.3,49.3,Tampa Bay Lightning,Jonas Johansson,0.857
2024-10-22,18:00,Away,2,L,4,1,3,Philadelphia Flyers,29,18,11,5,3,0,100.0,52.9,Washington Capitals,Charlie Lindgren,0.944
2024-10-22,18:45,Home,2,L,5,8,-3,Tampa Bay Lightning,35,37,-2,3,2,66.7,0.0,50.7,New Jersey Devils,Jake Allen,0.784
2024-10-22,18:00,Home,2,W,1,4,-3,Washington Capitals,18,29,-11,3,5,0,100.0,47.1,Philadelphia Flyers,Samuel Ersson,0.862
2024-10-22,20:15,Home,2,W,3,6,-3,Vancouver Canucks,34,30,4,5,3,20,33.3,59.7,Chicago Blackhawks,Petr Mrazek,0.8
2024-10-22,19:15,Home,2,W,2,7,-5,New York Rangers,23,45,-22,3,3,33.3,66.7,52.9,Montreal Canadiens,Sam Montembeault,0.6
2024-10-22,19:15,Home,2,W,2,7,-5,New York Rangers,23,45,-22,3,3,33.3,66.7,52.9,Montreal Canadiens,Cayden Primeau,0.914
2024-10-22,20:45,Home,2,L,4,0,4,Boston Bruins,42,33,9,6,4,16.7,100.0,56.7,Nashville Predators,Juuse Saros,1.0
2024-10-22,21:30,Home,2,W,3,3,0,Pittsburgh Penguins,25,38,-13,4,4,0,75.0,36.8,Calgary Flames,Dustin Wolf,0.921
2024-10-22,20:30,Away,1,W,3,2,1,Seattle Kraken,28,27,1,3,1,33.3,0.0,37.5,Colorado Avalanche,Justus Annunen,0.926
2024-10-22,21:00,Home,2,W,2,3,-1,Carolina Hurricanes,35,33,2,4,2,25.0,50,55.8,Edmonton Oilers,Stuart Skinner,0.909
2024-10-22,19:30,Home,2,W,6,2,4,Toronto Maple Leafs,38,28,10,4,3,0.0,100,54.3,Columbus Blue Jackets,Daniil Tarasov,0.929
2024-10-22,22:15,Home,1,L,3,1,2,San Jose Sharks,40,28,12,6,2,33.3,50,45.1,Anaheim Ducks,Lukas Dostal,0.964
2024-10-22,19:00,Away,2,W,2,4,-2,Buffalo Sabres,30,25,5,3,1,0.0,100,61.2,Dallas Stars,Jake Oettinger,0.875
2024-10-22,18:30,Away,2,W,5,1,4,Florida Panthers,22,25,-3,2,0,50.0,--,56.0,Minnesota Wild,Filip Gustavsson,0.96
2024-10-22,20:15,Away,2,W,6,3,3,Chicago Blackhawks,30,34,-4,3,5,66.7,80,40.3,Vancouver Canucks,Kevin Lankinen,0.912
2024-10-22,20:00,Away,1,L,3,2,1,St. Louis Blues,24,29,-5,2,2,50.0,100,57.7,Winnipeg Jets,Connor Hellebuyck,0.931
2024-10-22,22:15,Away,1,W,1,3,-2,Anaheim Ducks,28,40,-12,2,6,50.0,66.7,54.9,San Jose Sharks,Mackenzie Blackwood,0.949
2024-10-22,23:00,Home,2,W,6,1,5,Los Angeles Kings,30,35,-5,2,4,100.0,100,64.0,Vegas Golden Knights,Ilya Samsonov,0.971
2024-10-22,20:30,Home,2,L,2,3,-1,Colorado Avalanche,27,28,-1,1,3,100.0,66.7,62.5,Seattle Kraken,Philipp Grubauer,0.893
2024-10-22,21:15,Home,2,L,0,4,-4,Ottawa Senators,31,22,9,2,1,0.0,0,59.3,Utah Hockey Club,Karel Vejmelka,1.0
2024-10-22,21:15,Home,2,L,0,4,-4,Ottawa Senators,31,22,9,2,1,0.0,0,59.3,Utah Hockey Club,Connor Ingram,0.5
2024-10-22,20:00,Home,2,W,2,3,-1,Winnipeg Jets,29,24,5,2,2,0,50.0,42.3,St. Louis Blues,Jordan Binnington,0.875
2024-10-22,23:00,Away,1,L,1,6,-5,Vegas Golden Knights,35,30,5,4,2,0.0,0,36.0,Los Angeles Kings,David Rittich,0.8
2024-10-23,19:30,Away,0,L,3,6,-3,Washington Capitals,29,25,4,4,3,50.0,100,61.8,Philadelphia Flyers,Ivan Fedotov,0.826
2024-10-23,19:30,Home,0,W,6,3,3,Philadelphia Flyers,25,29,-4,3,4,0.0,50,38.2,Washington Capitals,Logan Thompson,0.897
2024-10-24,19:00,Away,1,W,5,1,4,Toronto Maple Leafs,27,41,-14,2,4,50.0,100,31.7,St. Louis Blues,Jordan Binnington,0.976
2024-10-24,19:00,Away,1,L,3,5,-2,Detroit Red Wings,40,20,20,5,4,60.0,50,50.0,New Jersey Devils,Jacob Markstrom,0.789
2024-10-24,19:00,Home,1,L,1,3,-2,Florida Panthers,25,29,-4,4,2,0.0,100,60.8,New York Rangers,Igor Shesterkin,0.897
2024-10-24,19:00,Home,1,L,2,5,-3,Dallas Stars,27,32,-5,4,5,25.0,40,52.8,Boston Bruins,Jeremy Swayman,0.871
2024-10-24,19:00,Home,1,L,1,5,-4,St. Louis Blues,41,27,14,4,2,0.0,50,68.3,Toronto Maple Leafs,Joseph Woll,0.846
2024-10-24,21:00,Away,1,W,4,2,2,Calgary Flames,43,32,11,3,2,33.3,100,58.9,Carolina Hurricanes,Pyotr Kochetkov,0.938
2024-10-24,19:00,Away,1,L,3,1,2,New York Rangers,29,25,4,2,4,0.0,100,39.2,Florida Panthers,Sergei Bobrovsky,0.96
2024-10-24,19:00,Home,1,L,5,3,2,New Jersey Devils,20,40,-20,4,5,50.0,40,50.0,Detroit Red Wings,Cam Talbot,0.925
2024-10-24,19:00,Home,1,W,2,4,-2,Minnesota Wild,26,18,8,1,4,0.0,75,44.2,Tampa Bay Lightning,Andrei Vasilevskiy,0.824
2024-10-24,21:00,Home,1,L,2,4,-2,Carolina Hurricanes,32,43,-11,2,3,0.0,66.7,41.1,Calgary Flames,Dan Vladar,0.929
2024-10-24,19:00,Away,1,L,5,2,3,Boston Bruins,32,27,5,5,4,60.0,75,47.2,Dallas Stars,Casey DeSmith,0.926
2024-10-24,22:30,Home,1,W,3,2,1,San Jose Sharks,30,26,4,2,6,0.0,66.7,46.6,Los Angeles Kings,David Rittich,0.923
2024-10-24,22:30,Away,1,W,2,3,-1,Los Angeles Kings,26,30,-4,6,2,33.3,100,53.5,San Jose Sharks,Mackenzie Blackwood,0.9
2024-10-24,19:00,Away,1,L,4,2,2,Tampa Bay Lightning,18,26,-8,4,1,25.0,100,55.8,Minnesota Wild,Marc-Andre Fleury,0.923
2024-10-24,22:00,Away,1,L,4,3,1,Seattle Kraken,36,32,4,1,2,0.0,100,53.3,Winnipeg Jets,Connor Hellebuyck,0.906
2024-10-24,22:00,Home,1,L,3,4,-1,Winnipeg Jets,32,36,-4,2,1,0.0,100,46.7,Seattle Kraken,Joey Daccord,0.889
2024-10-24,21:00,Home,1,L,1,5,-4,Colorado Avalanche,26,26,0,3,4,0.0,50,71.9,Utah Hockey Club,Karel Vejmelka,0.808
2024-10-24,21:00,Away,1,W,5,1,4,Utah Hockey Club,26,26,0,4,3,50.0,100,28.1,Colorado Avalanche,Justus Annunen,0.962
2024-10-25,18:00,Away,2,L,4,6,-2,Vegas Golden Knights,39,28,11,2,2,50.0,50,46.5,Ottawa Senators,Linus Ullmark,0.815
2024-10-25,19:00,Away,2,W,4,3,1,New Jersey Devils,30,36,-6,4,2,25.0,100,62.5,New York Islanders,Ilya Sorokin,0.917
2024-10-25,21:00,Away,2,L,0,4,-4,Edmonton Oilers,27,50,-23,2,2,0.0,50,42.6,Pittsburgh Penguins,Joel Blomqvist,0.92
2024-10-25,19:00,Home,0,W,3,4,-1,New York Islanders,36,30,6,2,4,0.0,75,37.5,New Jersey Devils,Jake Allen,0.867
2024-10-25,20:30,Home,2,W,2,3,-1,Nashville Predators,29,34,-5,5,5,0.0,80,41.9,Chicago Blackhawks,Petr Mrazek,0.912
2024-10-25,20:30,Away,2,L,3,2,1,Chicago Blackhawks,34,29,5,5,5,20.0,100,58.1,Nashville Predators,Juuse Saros,0.931
2024-10-25,18:00,Home,2,L,6,4,2,Ottawa Senators,28,39,-11,2,2,50.0,50,53.5,Vegas Golden Knights,Adin Hill,0.897
2024-10-25,21:00,Home,2,W,4,0,4,Pittsburgh Penguins,50,27,23,2,2,50.0,100,57.5,Edmonton Oilers,Stuart Skinner,1.0
2024-10-26,13:00,Away,1,L,3,5,-2,Buffalo Sabres,25,39,-14,2,4,0.0,75,67.1,Detroit Red Wings,Alex Lyon,0.895
2024-10-26,19:30,Home,0,W,3,6,-3,Florida Panthers,28,29,-1,3,2,0.0,50,58.2,New York Islanders,Semyon Varlamov,0.821
2024-10-26,19:00,Home,1,L,2,1,1,Anaheim Ducks,32,33,-1,1,1,0.0,100,50.0,New York Rangers,Jonathan Quick,0.97
2024-10-26,13:00,Home,3,L,5,3,2,Detroit Red Wings,39,25,14,4,2,25.0,100,32.9,Buffalo Sabres,Ukko-Pekka Luukkonen,0.88
2024-10-26,13:00,Home,2,W,7,5,2,Minnesota Wild,23,26,-3,2,4,50.0,75,50.9,Philadelphia Flyers,Samuel Ersson,0.808
2024-10-26,19:00,Home,1,W,4,3,1,Toronto Maple Leafs,34,23,11,5,3,20.0,100,39.7,Boston Bruins,Jeremy Swayman,0.87
2024-10-26,19:00,Home,3,L,5,2,3,St. Louis Blues,26,31,-5,3,3,33.3,100,44.0,Montreal Canadiens,Sam Montembeault,0.935
2024-10-26,19:00,Away,1,L,3,4,-1,Boston Bruins,23,34,-11,3,5,0.0,80,60.3,Toronto Maple Leafs,Anthony Stolarz,0.882
2024-10-26,19:30,Away,1,L,6,3,3,New York Islanders,29,28,1,2,3,50.0,100,41.8,Florida Panthers,Spencer Knight,0.893
2024-10-26,19:00,Home,1,W,3,0,3,Washington Capitals,21,32,-11,3,2,0.0,100,41.7,Tampa Bay Lightning,Andrei Vasilevskiy,1.0
2024-10-26,19:00,Away,2,W,0,3,-3,Tampa Bay Lightning,32,21,11,2,3,0.0,100,58.3,Washington Capitals,Charlie Lindgren,0.857
2024-10-26,20:00,Away,0,W,2,4,-2,Dallas Stars,24,30,-6,3,3,0.0,66.7,51.9,Chicago Blackhawks,Petr Mrazek,0.897
2024-10-26,22:00,Away,0,L,3,4,-1,Vancouver Canucks,24,34,-10,2,3,0.0,100,42.9,Pittsburgh Penguins,Alex Nedeljkovic,0.882
2024-10-26,22:00,Away,1,L,4,1,3,Seattle Kraken,39,19,20,6,3,16.7,100,45.9,Carolina Hurricanes,Frederik Andersen,0.947
2024-10-26,19:00,Away,1,W,5,3,2,Calgary Flames,35,29,6,4,4,50.0,100,46.6,Winnipeg Jets,Eric Comrie,0.897
2024-10-26,22:00,Away,1,L,3,7,-4,Vegas Golden Knights,26,42,-16,2,4,0.0,75,49.1,San Jose Sharks,Vitek Vanecek,0.833
2024-10-26,20:00,Home,0,L,4,3,1,Columbus Blue Jackets,33,28,5,2,2,0.0,100,50.9,Nashville Predators,Scott Wedgewood,0.893
2024-10-26,19:00,Home,1,L,3,5,-2,Winnipeg Jets,29,35,-6,4,4,0.0,50,53.4,Calgary Flames,Dustin Wolf,0.882
2024-10-26,22:00,Home,3,L,4,3,1,Pittsburgh Penguins,34,24,10,3,2,0.0,100,57.1,Vancouver Canucks,Kevin Lankinen,0.875
2024-10-26,19:00,Away,3,L,1,2,-1,New York Rangers,33,32,1,1,1,0.0,100,50.0,Anaheim Ducks,Lukas Dostal,0.938
2024-10-26,20:00,Home,1,W,4,2,2,Chicago Blackhawks,30,24,6,3,3,33.3,100,48.1,Dallas Stars,Jake Oettinger,0.917
2024-10-26,16:00,Away,1,L,2,3,-1,Los Angeles Kings,26,23,3,3,3,0.0,66.7,60.0,Utah Hockey Club,Connor Ingram,0.87
2024-10-26,20:00,Away,3,W,3,4,-1,Nashville Predators,28,33,-5,2,2,0.0,100,49.1,Columbus Blue Jackets,Daniil Tarasov,0.879
2024-10-26,13:00,Away,1,L,5,7,-2,Philadelphia Flyers,26,23,3,4,2,25.0,50,49.1,Minnesota Wild,Filip Gustavsson,0.727
2024-10-26,22:00,Home,0,L,7,3,4,San Jose Sharks,42,26,16,4,2,25.0,100,50.9,Vegas Golden Knights,Ilya Samsonov,0.885
2024-10-26,22:00,Home,1,L,1,4,-3,Carolina Hurricanes,19,39,-20,3,6,0.0,83.3,54.1,Seattle Kraken,Joey Daccord,0.921
2024-10-26,19:00,Away,1,W,2,5,-3,Montreal Canadiens,31,26,5,3,3,0.0,66.7,56.0,St. Louis Blues,Jordan Binnington,0.84
2024-10-26,16:00,Home,1,L,3,2,1,Utah Hockey Club,23,26,-3,3,3,33.3,100,40.0,Los Angeles Kings,Darcy Kuemper,0.923
2024-10-27,19:00,Away,0,W,4,3,1,Philadelphia Flyers,24,26,-2,2,3,50.0,100,37.9,Montreal Canadiens,Cayden Primeau,0.885
2024-10-27,21:00,Away,1,L,4,5,-1,Colorado Avalanche,30,32,-2,1,1,0.0,100,55.6,Ottawa Senators,Anton Forsberg,0.862
2024-10-27,21:00,Away,1,L,4,5,-1,Colorado Avalanche,30,32,-2,1,1,0.0,100,55.6,Ottawa Senators,Linus Ullmark,1.0
2024-10-27,19:00,Home,1,W,6,2,4,Anaheim Ducks,34,26,8,1,2,100.0,100,61.9,New Jersey Devils,Jacob Markstrom,0.923
2024-10-27,19:00,Home,0,W,3,4,-1,Montreal Canadiens,26,24,2,3,2,0.0,50,62.1,Philadelphia Flyers,Aleksei Kolosov,0.833
2024-10-27,19:00,Away,0,W,2,6,-4,New Jersey Devils,26,34,-8,2,1,0.0,0,38.1,Anaheim Ducks,James Reimer,0.824
2024-10-27,18:00,Away,1,L,3,2,1,Detroit Red Wings,34,26,8,2,1,0.0,100,39.7,Edmonton Oilers,Calvin Pickard,0.923
2024-10-27,21:00,Home,2,W,5,4,1,Ottawa Senators,32,30,2,1,1,0.0,100,44.4,Colorado Avalanche,Justus Annunen,0.867
2024-10-27,18:00,Home,0,L,2,3,-1,Edmonton Oilers,26,34,-8,1,2,0.0,100,60.3,Detroit Red Wings,Cam Talbot,0.912
2024-10-28,19:30,Away,1,L,2,3,-1,Tampa Bay Lightning,37,27,10,4,3,25.0,100,50.0,Nashville Predators,Juuse Saros,0.889
2024-10-28,22:00,Away,1,L,0,5,-5,Vegas Golden Knights,16,38,-22,1,2,0.0,100,42.2,Calgary Flames,Dan Vladar,0.868
2024-10-28,19:30,Away,1,L,6,4,2,Winnipeg Jets,36,23,13,2,4,0.0,50,66.7,Toronto Maple Leafs,Anthony Stolarz,0.826
2024-10-28,22:00,Away,1,W,4,3,1,Vancouver Canucks,32,27,5,3,3,0.0,100,48.2,Carolina Hurricanes,Pyotr Kochetkov,0.889
2024-10-28,19:00,Away,1,W,5,2,3,Buffalo Sabres,31,28,3,4,3,50.0,66.7,35.5,Florida Panthers,Sergei Bobrovsky,0.929
2024-10-28,19:30,Home,1,L,3,2,1,Nashville Predators,27,37,-10,3,4,0.0,75,50.0,Tampa Bay Lightning,Andrei Vasilevskiy,0.946
2024-10-28,21:00,Away,1,W,5,2,3,Colorado Avalanche,26,26,0,3,4,33.3,75,42.9,Chicago Blackhawks,Petr Mrazek,0.923
2024-10-28,19:00,Home,1,L,2,5,-3,Florida Panthers,28,31,-3,3,4,33.3,50,64.5,Buffalo Sabres,Ukko-Pekka Luukkonen,0.839
2024-10-28,19:00,Away,0,W,1,6,-5,Columbus Blue Jackets,32,25,7,6,4,16.7,75,61.8,Edmonton Oilers,Stuart Skinner,0.76
2024-10-28,22:00,Home,1,W,3,4,-1,Carolina Hurricanes,27,32,-5,3,3,0.0,100,51.9,Vancouver Canucks,Kevin Lankinen,0.875
2024-10-28,21:00,Away,1,L,5,4,1,Utah Hockey Club,46,23,23,4,2,25.0,100,45.8,San Jose Sharks,Mackenzie Blackwood,0.826
2024-10-28,19:00,Home,1,W,6,1,5,Edmonton Oilers,25,32,-7,4,6,25.0,83.3,38.2,Columbus Blue Jackets,Elvis Merzlikins,0.969
2024-10-28,19:30,Home,1,W,4,6,-2,Toronto Maple Leafs,23,36,-13,4,2,50.0,100,33.3,Winnipeg Jets,Connor Hellebuyck,0.857
2024-10-28,22:00,Home,1,W,5,0,5,Calgary Flames,38,16,22,2,1,0.0,100,57.8,Vegas Golden Knights,Adin Hill,1.0
2024-10-28,21:00,Home,1,L,4,5,-1,San Jose Sharks,23,46,-23,2,4,0.0,75,54.2,Utah Hockey Club,Connor Ingram,0.891
2024-10-28,21:00,Home,0,W,2,5,-3,Chicago Blackhawks,26,26,0,4,3,25.0,66.7,57.1,Colorado Avalanche,Alexandar Georgiev,0.875
2024-10-29,19:00,Home,1,L,2,8,-6,Seattle Kraken,30,23,7,4,6,0.0,50,45.3,Montreal Canadiens,Sam Montembeault,0.5
2024-10-29,19:00,Home,1,L,2,8,-6,Seattle Kraken,30,23,7,4,6,0.0,50,45.3,Montreal Canadiens,Cayden Primeau,0.769
2024-10-29,19:00,Home,2,L,1,3,-2,Anaheim Ducks,41,22,19,4,3,25.0,33.3,67.2,New York Islanders,Ilya Sorokin,0.905
2024-10-29,19:30,Away,2,L,3,5,-2,Washington Capitals,19,46,-27,3,4,33.3,100,38.2,New York Rangers,Igor Shesterkin,0.911
2024-10-29,19:00,Away,1,L,2,0,2,Boston Bruins,19,25,-6,2,4,0.0,100,60.8,Philadelphia Flyers,Samuel Ersson,1.0
2024-10-29,19:00,Home,2,L,3,5,-2,Minnesota Wild,29,40,-11,2,5,50.0,100,58.3,Pittsburgh Penguins,Joel Blomqvist,0.897
2024-10-29,19:00,Home,1,L,8,1,7,St. Louis Blues,35,27,8,3,4,66.7,75,58.6,Ottawa Senators,Linus Ullmark,0.963
2024-10-29,19:00,Home,2,W,0,2,-2,Philadelphia Flyers,25,19,6,4,2,0.0,100,39.2,Boston Bruins,Joonas Korpisalo,0.944
2024-10-29,19:00,Away,1,L,3,1,2,New York Islanders,22,41,-19,3,4,66.7,75,32.8,Anaheim Ducks,Lukas Dostal,0.976
2024-10-29,19:00,Away,2,L,8,2,6,Montreal Canadiens,23,30,-7,6,4,50,100,54.7,Seattle Kraken,Joey Daccord,0.933
2024-10-29,22:00,Away,2,W,2,4,-2,San Jose Sharks,28,21,7,6,4,0,100,57.9,Los Angeles Kings,David Rittich,0.85
2024-10-29,22:00,Home,0,W,4,2,2,Los Angeles Kings,21,28,-7,4,6,0,100,42.1,San Jose Sharks,Vitek Vanecek,0.929
2024-10-29,19:00,Away,2,W,5,3,2,Pittsburgh Penguins,40,29,11,5,2,0,50,41.7,Minnesota Wild,Marc-Andre Fleury,0.897
2024-10-29,19:00,Away,2,L,1,8,-7,Ottawa Senators,27,35,-8,4,3,25,33.3,41.4,St. Louis Blues,Jordan Binnington,0.786
2024-10-29,19:00,Away,2,L,1,8,-7,Ottawa Senators,27,35,-8,4,3,25,33.3,41.4,St. Louis Blues,Joel Hofer,0.762
2024-10-29,19:30,Home,2,L,5,3,2,New York Rangers,46,19,27,4,3,0.0,66.7,61.8,Washington Capitals,Logan Thompson,0.842
2024-10-30,21:00,Home,1,W,2,5,-3,Tampa Bay Lightning,35,21,14,4,3,25,100,40.4,Colorado Avalanche,Kaapo Kahkonen,0.8
2024-10-30,22:30,Away,2,W,6,0,6,Vancouver Canucks,22,20,2,2,4,50,100,49.1,New Jersey Devils,Jacob Markstrom,1.0
2024-10-30,19:00,Away,0,L,0,2,-2,Columbus Blue Jackets,26,26,0,1,0,0,--,60.0,New York Islanders,Semyon Varlamov,0.96
2024-10-30,21:00,Away,1,L,5,2,3,Colorado Avalanche,21,35,-14,3,4,0,75,59.6,Tampa Bay Lightning,Andrei Vasilevskiy,0.943
2024-10-30,19:30,Home,2,W,2,6,-4,Winnipeg Jets,21,29,-8,3,2,66.7,50,38.9,Detroit Red Wings,Alex Lyon,0.793
2024-10-30,21:30,Away,1,W,1,5,-4,Utah Hockey Club,31,28,3,3,4,0,50,42.4,Calgary Flames,Dustin Wolf,0.821
2024-10-30,22:00,Home,0,W,6,3,3,Vegas Golden Knights,27,26,1,1,3,100,66.7,50.0,Los Angeles Kings,Darcy Kuemper,0.885
2024-10-30,19:00,Home,1,L,2,0,2,New York Islanders,26,26,0,0,1,--,100,40.0,Columbus Blue Jackets,Elvis Merzlikins,1.0
2024-10-30,19:30,Away,1,W,6,2,4,Detroit Red Wings,29,21,8,2,3,50,33.3,61.1,Winnipeg Jets,Connor Hellebuyck,0.905
2024-10-30,22:00,Away,1,L,3,6,-3,Los Angeles Kings,26,27,-1,3,1,33.3,0,50.0,Vegas Golden Knights,Ilya Samsonov,0.778
2024-10-30,21:30,Home,1,L,5,1,4,Calgary Flames,28,31,-3,4,3,50,100,57.6,Utah Hockey Club,Connor Ingram,0.968
2024-10-30,22:30,Home,1,L,0,6,-6,New Jersey Devils,20,22,-2,4,2,0,50,50.9,Vancouver Canucks,Arturs Silovs,0.727
2024-10-31,19:00,Home,2,L,8,2,6,Boston Bruins,37,15,22,5,5,60,80,43.8,Carolina Hurricanes,Pyotr Kochetkov,0.867
2024-10-31,19:00,Home,1,L,6,3,3,Montreal Canadiens,34,15,19,5,6,20,83.3,39.0,Washington Capitals,Charlie Lindgren,0.8
2024-10-31,19:00,Home,1,W,2,1,1,Anaheim Ducks,45,23,22,3,2,0,100,54.4,Pittsburgh Penguins,Alex Nedeljkovic,0.957
2024-10-31,19:00,Away,1,L,2,8,-6,Carolina Hurricanes,15,37,-22,5,5,20,40,56.2,Boston Bruins,Joonas Korpisalo,0.867
2024-10-31,19:00,Away,1,L,2,8,-6,Carolina Hurricanes,15,37,-22,5,5,20,40,56.2,Boston Bruins,Jeremy Swayman,0.727
2024-10-31,19:00,Away,1,W,3,6,-3,Washington Capitals,15,34,-19,6,5,16.7,80,61.0,Montreal Canadiens,Cayden Primeau,0.824
2024-10-31,19:00,Home,2,L,4,1,3,Seattle Kraken,30,25,5,2,3,0,100,55.6,Toronto Maple Leafs,Joseph Woll,0.96
2024-10-31,19:00,Home,1,L,2,1,1,St. Louis Blues,21,21,0,3,2,0,100,53.5,Philadelphia Flyers,Samuel Ersson,0.952
2024-10-31,20:00,Home,2,L,1,5,-4,Edmonton Oilers,27,29,-2,3,1,33.3,100,46.0,Nashville Predators,Juuse Saros,0.828
2024-10-31,19:00,Away,1,W,1,2,-1,Philadelphia Flyers,21,21,0,2,3,0,100,46.5,St. Louis Blues,Jordan Binnington,0.905
2024-10-31,20:00,Away,2,W,5,1,4,Nashville Predators,29,27,2,1,3,0,66.7,54.0,Edmonton Oilers,Calvin Pickard,0.963
2024-10-31,19:00,Away,1,W,1,2,-1,Pittsburgh Penguins,23,45,-22,2,3,0,100,45.6,Anaheim Ducks,Lukas Dostal,0.956
2024-10-31,22:30,Home,1,W,3,2,1,Chicago Blackhawks,29,29,0,1,3,100,100,61.0,San Jose Sharks,Mackenzie Blackwood,0.931
2024-10-31,19:00,Away,1,W,1,4,-3,Toronto Maple Leafs,25,30,-5,3,2,0,100,44.4,Seattle Kraken,Joey Daccord,0.897
2024-10-31,22:30,Away,2,W,2,3,-1,San Jose Sharks,29,29,0,3,1,0,0,39.0,Chicago Blackhawks,Petr Mrazek,0.897
